"M","K","u","v","y","z","g","h","zp","gp","hp"
3,3,0.001,0.037383719530530504,0.9807692307692307,0.4007455821508853,0.39758431625233026,0.3940411481064204,1,0.9807692307692307,0.9807692307692307
1,1,0.001,0.05590169943749473,0.9807692307692307,0.3090169943749475,0.30713048288313904,0.3038431374939351,1,0.9807692307692307,0.9807692307692307
2,1,0.001,0.05590169943749473,0.9807692307692307,0.15450849718747375,0.15356524144156952,0.15192156874696755,0.32725424859373686,0.3219749284130925,0.3211530920657914
2,2,0.001,0.05590169943749473,0.9807692307692307,0.3090169943749475,0.30713048288313904,0.3038431374939351,1,0.9807692307692307,0.9807692307692307
3,1,0.001,0.05590169943749473,0.9807692307692307,0.10300566479164917,0.10237682762771302,0.10128104583131169,0.17978155430554388,0.1772255773928343,0.17649505619523342
3,2,0.001,0.05590169943749473,0.9807692307692307,0.20601132958329835,0.20475365525542605,0.20256209166262337,0.5131148876388771,0.5041486543159113,0.5034181331183103
3,3,0.001,0.05590169943749473,0.9807692307692307,0.3090169943749475,0.30713048288313904,0.3038431374939351,1,0.9807692307692307,0.9807692307692307
1,1,0.001,0.08359253812205272,0.9807692307692307,0.23021839651543294,0.22916805859799627,0.22632011352373652,1,0.9807692307692307,0.9807692307692307
2,1,0.001,0.08359253812205272,0.9807692307692307,0.11510919825771647,0.11458402929899814,0.11316005676186826,0.30755459912885824,0.3024843223418068,0.30177233607324183
2,2,0.001,0.08359253812205272,0.9807692307692307,0.23021839651543294,0.22916805859799627,0.22632011352373652,1,0.9807692307692307,0.9807692307692307
3,1,0.001,0.08359253812205272,0.9807692307692307,0.07673946550514431,0.07638935286599874,0.07544003784124549,0.1622707547812073,0.15990059421835812,0.15926771753518928
3,2,0.001,0.08359253812205272,0.9807692307692307,0.15347893101028862,0.15277870573199748,0.15088007568249098,0.4956040881145406,0.486823671141435,0.4861907944582662
3,3,0.001,0.08359253812205272,0.9807692307692307,0.2302183965154329,0.22916805859799627,0.22632011352373652,1,0.9807692307692307,0.9807692307692307
1,1,0.001,0.12499999999999994,0.9807692307692307,0.1666666666666667,0.16611479028697576,0.16379154490748843,1,0.9807692307692307,0.9807692307692307
2,1,0.001,0.12499999999999994,0.9807692307692307,0.08333333333333336,0.08305739514348788,0.08189577245374421,0.2916666666666667,0.28672100526405164,0.28614019391917983
2,2,0.001,0.12499999999999994,0.9807692307692307,0.1666666666666667,0.16611479028697576,0.16379154490748843,1,0.9807692307692307,0.9807692307692307
3,1,0.001,0.12499999999999994,0.9807692307692307,0.05555555555555558,0.055371596762325254,0.05459718163582947,0.14814814814814814,0.14588875681590913,0.14537248006491194
3,2,0.001,0.12499999999999994,0.9807692307692307,0.11111111111111116,0.11074319352465051,0.10919436327165893,0.48148148148148145,0.47281183373898605,0.4722955569879888
3,3,0.001,0.12499999999999994,0.9807692307692307,0.16666666666666674,0.16611479028697576,0.16379154490748843,1,0.9807692307692307,0.9807692307692307
1,1,0.001,0.18691859765265248,0.9807692307692307,0.1179698255694223,0.11769279522338867,0.11589055119672459,1,0.9807692307692307,0.9807692307692307
2,1,0.001,0.18691859765265248,0.9807692307692307,0.05898491278471115,0.058846397611694336,0.057945275598362295,0.2794924563923556,0.27461550649815486,0.27416494549148884
2,2,0.001,0.18691859765265248,0.9807692307692307,0.1179698255694223,0.11769279522338867,0.11589055119672459,1,0.9807692307692307,0.9807692307692307
3,1,0.001,0.18691859765265248,0.9807692307692307,0.03932327518980744,0.03923093174112956,0.03863018373224152,0.13732662790431605,0.13512831346844534,0.13472781479585333
3,2,0.001,0.18691859765265248,0.9807692307692307,0.07864655037961488,0.07846186348225911,0.07726036746448305,0.47065996123764936,0.4620513903915222,0.4616508917189302
3,3,0.001,0.18691859765265248,0.9807692307692307,0.11796982556942232,0.11769279522338867,0.11589055119672459,1,0.9807692307692307,0.9807692307692307
1,1,0.001,0.27950849718747356,0.9807692307692307,0.08209951522176576,0.08196514986699235,0.08062225623525973,1,0.9807692307692307,0.9807692307692307
2,1,0.001,0.27950849718747356,0.9807692307692307,0.04104975761088288,0.04098257493349618,0.040311128117629866,0.27052487880544146,0.26568359515905576,0.2653478717511226
2,2,0.001,0.27950849718747356,0.9807692307692307,0.08209951522176576,0.08196514986699235,0.08062225623525973,1,0.9807692307692307,0.9807692307692307
3,1,0.001,0.27950849718747356,0.9807692307692307,0.027366505073921917,0.027321716622330787,0.02687408541175324,0.12935544782705904,0.1271888367225795,0.1268904159155278
3,2,0.001,0.27950849718747356,0.9807692307692307,0.05473301014784383,0.054643433244661574,0.05374817082350648,0.46268878116039236,0.4541119136456564,0.45381349283860467
3,3,0.001,0.27950849718747356,0.9807692307692307,0.08209951522176576,0.08196514986699235,0.08062225623525973,1,0.9807692307692307,0.9807692307692307
1,1,0.001,0.41796269061026353,0.9807692307692307,0.056438161790912565,0.05637459996129876,0.055404526321856704,1,0.9807692307692307,0.9807692307692307
2,1,0.001,0.41796269061026353,0.9807692307692307,0.028219080895456283,0.02818729998064938,0.027702263160928352,0.26410954044772816,0.25928595768263235,0.25904343927277185
2,2,0.001,0.41796269061026353,0.9807692307692307,0.056438161790912565,0.05637459996129876,0.055404526321856704,1,0.9807692307692307,0.9807692307692307
3,1,0.001,0.41796269061026353,0.9807692307692307,0.018812720596970856,0.01879153332043292,0.018468175440618906,0.123652924842425,0.12150204785464758,0.12128647593477157
3,2,0.001,0.41796269061026353,0.9807692307692307,0.03762544119394171,0.03758306664086584,0.03693635088123781,0.45698625817575833,0.44842512477772445,0.4482095528578484
3,3,0.001,0.41796269061026353,0.9807692307692307,0.05643816179091257,0.05637459996129876,0.055404526321856704,1,0.9807692307692307,0.9807692307692307
1,1,0.001,0.6249999999999997,0.9807692307692307,0.038461538461538484,0.038431998109417484,0.03774721819220463,1,0.9807692307692307,0.9807692307692307
2,1,0.001,0.6249999999999997,0.9807692307692307,0.019230769230769242,0.019215999054708742,0.018873609096102317,0.25961538461538464,0.25480030721966207,0.25462911224035883
2,2,0.001,0.6249999999999997,0.9807692307692307,0.038461538461538484,0.038431998109417484,0.03774721819220463,1,0.9807692307692307,0.9807692307692307
3,1,0.001,0.6249999999999997,0.9807692307692307,0.012820512820512825,0.012810666036472495,0.012582406064068212,0.11965811965811965,0.11751480299867395,0.11736262968373777
3,2,0.001,0.6249999999999997,0.9807692307692307,0.02564102564102565,0.02562133207294499,0.025164812128136423,0.452991452991453,0.4444378799217508,0.44428570660681466
3,3,0.001,0.6249999999999997,0.9807692307692307,0.03846153846153848,0.038431998109417484,0.03774721819220463,1,0.9807692307692307,0.9807692307692307
